Date,gross_return,cost,net_return,selected_count
2021-08-27,0.012521804905064602,0.0003333333333333333,0.01218847157173127,3
2021-08-30,0.011689636588219827,0.0,0.011689636588219827,3
2021-08-31,-0.005786329483556027,0.0,-0.005786329483556027,3
2021-09-01,0.003732412823080085,0.0,0.003732412823080085,3
2021-09-02,-0.006732701640498328,0.0,-0.006732701640498328,3
2021-09-03,0.008548782725412263,0.0003333333333333333,0.00821544939207893,3
2021-09-07,0.0014113986728431591,0.0003333333333333333,0.0010780653395098259,3
2021-09-08,-0.008738502149181482,0.0003333333333333333,-0.009071835482514815,3
2021-09-09,-0.006850528792460064,0.0,-0.006850528792460064,3
2021-09-10,0.0002675576572155336,0.0,0.0002675576572155336,3
2021-09-13,-0.0036217374762585646,0.0,-0.0036217374762585646,3
2021-09-14,0.003549195004592794,0.0,0.003549195004592794,3
2021-09-15,0.009554628385383493,0.0,0.009554628385383493,3
2021-09-16,-0.0008102800336045045,0.0,-0.0008102800336045045,3
2021-09-17,-0.014915790885144904,0.0003333333333333333,-0.015249124218478237,3
2021-09-20,-0.02634290340088441,0.0003333333333333333,-0.026676236734217745,3
2021-09-21,0.0030762238398205355,0.0006666666666666666,0.002409557173153869,3
2021-09-22,0.023434832155283226,0.0006666666666666666,0.02276816548861656,3
2021-09-23,0.00938484463884744,0.0006666666666666666,0.008718177972180774,3
2021-09-24,0.0036419303879048712,0.0003333333333333333,0.0033085970545715378,3
2021-09-27,-0.0002376452898868271,0.0003333333333333333,-0.0005709786232201604,3
